projectID,Llama'd?,Ticker,Name,Website,Primary Chain,Chain,Contracts,Category,Asset Class,Type,Issuer,Issuer Source Link,Issuer Registry Info,Redeemable,Attestations,CEX Listed,KYC,Transferable,Self Custody,Token Status/Potential Airdrop?,Notes,Claimed TVL,On-chain TVL,Active TVL,DeFi Active TVL,Derivatives,RWA Classification,Access Model,Coingecko ID,Coinmarketcap ID,Pool ID,Twitter,Holders to be Removed from Active TVL,ISIN
x,x,AXAG,Altai Silver,https://altai.exchange/,bsc,bsc,bsc:0x1f22a92AdcD346B0a4EAB1672F51584f15487c91,Tokenized Gold & Commodities,Silver token,Asset,Altai,https://altai.exchange/,,x,x,x,x,✓,✓,x,"Tokenised silver exposure from Altai on BNB Smart Chain, backed by real world silver positions with hedging.",x,x,x,x,x,Programmable Finance,Permissionless,,,,https://x.com/altaiexchange,,
x,x,AXPD,Altai Palladium,https://altai.exchange/,bsc,bsc,bsc:0x5270A13CeA56f15AcfA8A58378cc8a643DFfDbFa,Tokenized Gold & Commodities,Palladium token,Asset,Altai,https://altai.exchange/,,x,x,x,x,✓,✓,x,"Tokenised palladium exposure from Altai on BNB Smart Chain, backed by real world palladium positions with hedging.",x,x,x,x,x,Programmable Finance,Permissionless,,,,https://x.com/altaiexchange,,
x,x,AXPT,Altai Platinum,https://altai.exchange/,bsc,bsc,bsc:0xf1E087d98928B99D02c2b72412608089688A979f,Tokenized Gold & Commodities,Platinum token,Asset,Altai,https://altai.exchange/,,x,x,x,x,✓,✓,x,"Tokenised platinum exposure from Altai on BNB Smart Chain, backed by real world platinum positions with hedging.",x,x,x,x,x,Programmable Finance,Permissionless,,,,https://x.com/altaiexchange,,
x,x,ABRN,Altai Brent Oil Token,https://altai.exchange/,bsc,bsc,bsc:0x2553c055F3502da728cE42B2956605a2f7520F2E,Tokenized Gold & Commodities,Other commodity token,Asset,Altai,https://altai.exchange/,,x,x,x,x,✓,✓,x,"Tokenised tokenized value of Brent crude oil exposure from Altai on BNB Smart Chain, hedged in real-world oil markets at the moment of purchase, ensuring that every on-chain position corresponds to an equivalent real-world hedge",x,x,x,x,x,Programmable Finance,Permissionless,,,,https://x.com/altaiexchange,,
x,x,ALTAI,ALTAI,https://altai.exchange/,bsc,bsc,x,Tokenized Gold & Commodities,Commodity basket token,Platform,,https://altai.exchange/,https://altai.exchange/,x,x,x,x,✓,✓,✓,"ALTAI functions as a tokenized ETF, backed by a diversified basket of real-world commodities including gold (AXAU), silver (AXAG), platinum (AXPT), palladium (AXPD), and crude oil (ABRN). ALTAI token holders have the right to vote on protocol governance, earn rewards through staking and fee redistribution, and participate in ecosystem growth. Additionally, optional burn mechanics may further decrease circulating supply, reinforcing the token’s scarcity.",x,x,x,x,x,Programmable Finance,Permissionless,altair,,,https://x.com/altaiexchange,,
x,x,USDai,USDai (USD.AI synthetic dollar stablecoin),https://usd.ai/,arbitrum,arbitrum; plasma,arbitrum:0x0A1a1A107E45b7Ced86833863f482BC5f4ed82EF; plasma:0x0A1a1A107E45b7Ced86833863f482BC5f4ed82EF,Stablecoins backed by RWAs;Other / Exotic RWAs,RWA-backed fiat stablecoin (non-yielding),Asset,Permian Labs (USD.AI),https://docs.usd.ai/,https://docs.usd.ai/,✓,✓,x,x,✓,✓,✓,Fully-backed USD stablecoin from USD.AI. Users deposit USDC/USDT into the USD.AI protocol to mint USDai; yield from the underlying RWA portfolio (tokenized U.S. Treasuries via M0 and AI infrastructure loans via MetaStreet) is paid out to stakers in sUSDai rather than to USDai holders.,Fully-backed USD stablecoin from USD.AI. Users deposit USDC/USDT into the USD.AI protocol to mint USDai; yield from the underlying RWA portfolio (tokenized U.S. Treasuries via M0 and AI infrastructure loans via MetaStreet) is paid out to stakers in sUSDai rather than to USDai holders.,Fully-backed USD stablecoin from USD.AI. Users deposit USDC/USDT into the USD.AI protocol to mint USDai; yield from the underlying RWA portfolio (tokenized U.S. Treasuries via M0 and AI infrastructure loans via MetaStreet) is paid out to stakers in sUSDai rather than to USDai holders.,"Arbitrum: USDai token 0x0A1a1A107E45b7Ced86833863f482BC5f4ed82EF; Arbitrum: key DEX pools on Curve, Uniswap v3/v4 and Fluid using USDai/USDC or USDai/USDT0 pairs (addresses to be added); Plasma: USDai token 0x0A1a1A107E45b7Ced86833863f482BC5f4ed82EF; Plasma: Fluid USDai/USDT0 pool 0xdE632C3a214D5f14C1d8ddF0b92F8BCd188fee45; Plasma: Balancer V3 USDai/waPlaUSDT0 pool 0x01E2C7fCde2B8D5d1413732c4e274Ba5B06B1E54; Plasma: Balancer V3 USDai/USDe/WETH/waPlaUSDT0 pool 0x1b5F1dA190349d57f990B596c6F787401A233752",x,Wrappers & Pendle derivatives on USDai: sUSDai wrapper token (Arbitrum & Plasma:0x0B2b2B2076d95dda7817e785989fE353fe955ef9); Pendle PT-USDai-20NOV2025 token (Arbitrum:0x8b4Ca42bB3B1d789859f106222CF7DC5EEd48CCb); Pendle PT USDai markets on Arbitrum (e.g. 18 Feb 2026 pool 0x3308574370f19ea639f4671838e01cfb77d8db70; 19 Nov 2025 pool 0x8e101c690390de722163d4dc3f76043bebbbcadd),Real RWA,Permissionless,usdai,,,https://x.com/USDai_Official,,
x,x,HELOC,Figure HELOC,https://www.figure.com/heloc,provenance,provenance,scope1qrm5d0wjzamyywvjuws6774ljmrqu8kh9x; https://explorer.provenance.io/nft/scope1qrm5d0wjzamyywvjuws6774ljmrqu8kh9x,RWA Lending / Private Credit;Tokenized Real Estate,Real estate credit,Asset,,,,x,x,x,✓,x,x,x,"Figure HELOC refers to Figure’s home equity line of credit product, where loans are originated and serviced on Provenance blockchain and may be represented as FIGR_HELOC tokens at the infrastructure level; borrowing and investing are fully KYC/underwriting-gated consumer lending activities rather than an open, freely tradable RWA token tracked here.",x,x,x,x,x,Programmable Finance,Permissioned,figure-heloc,,,https://x.com/figure,,
x,x,YLDS,YLDS,https://www.figuremarkets.com/ylds,provenance,provenance,"""uylds.fcc""  https://explorer.provenance.io/asset/uylds.fcc","Stablecoins backed by RWAs;Tokenized Funds (T-Bills, Bonds, MMFs)",Yield-bearing RWA stablecoin,Asset,,https://www.sec.gov/files/ctf-input-figure-markets-040825.pdf,https://www.sec.gov/files/ctf-input-figure-markets-040825.pdf,✓,✓,x,✓,x,✓,x,"YLDS is Figure’s SEC-registered, yield-bearing stable security minted by Figure Certificate Company and backed primarily by U.S. Treasuries and Treasury repo agreements. It is designed to maintain a fixed dollar price while paying continuous on-chain yield to KYC’d, registered investors on Solana and Provenance; transfers occur within a compliant, whitelisted investor base rather than as a fully permissionless stablecoin.",x,x,x,x,x,Programmable Finance,Permissioned,ylds,,,https://x.com/figure,,
x,x,THEO,THEO Network,https://theo.xyz,base,base; arbitrum; eth; hyperliquid; solana,x,"Governance & Protocol Tokens;Tokenized Funds (T-Bills, Bonds, MMFs)",Governance / voting token (RWA protocol),Platform,,https://theo.xyz,https://theo.xyz,x,x,✓,x,✓,✓,✓,"THEO is the governance and value-accrual token for Theo Network’s full-stack RWA platform, controlling parameters and fee flows for products like thBILL; it is a freely transferable, self-custodied ERC-20 token and does not itself represent a redeemable Treasury or fund share.",x,x,x,x,x,Non-RWA (Platform),Permissionless,,,,https://x.com/theo_network,,
x,x,sUSDai,Staked USDai,https://usd.ai/,arbitrum,arbitrum; plasma,arbitrum:0x0B2b2B2076d95dda7817e785989fE353fe955ef9; plasma:0x0B2b2B2076d95dda7817e785989fE353fe955ef9;,RWA Yield / Wrapper;Stablecoins backed by RWAs,Stablecoin yield wrapper,Wrapper,Permian Labs (USD.AI),https://docs.usd.ai/technical-overview/technical-protocol-overview,https://docs.usd.ai/technical-overview/technical-protocol-overview,✓,✓,x,x,✓,✓,x,"Yield-bearing ERC4626 vault token for USDai. Users stake USDai into the USD.AI protocol and receive sUSDai shares, which accrue yield from M emissions and MetaStreet AI infrastructure lending pools. sUSDai is not a stablecoin but a free-floating share token that can be redeemed back for USDai.","Yield-bearing ERC4626 vault token for USDai. Users stake USDai into the USD.AI protocol and receive sUSDai shares, which accrue yield from M emissions and MetaStreet AI infrastructure lending pools. sUSDai is not a stablecoin but a free-floating share token that can be redeemed back for USDai.","Yield-bearing ERC4626 vault token for USDai. Users stake USDai into the USD.AI protocol and receive sUSDai shares, which accrue yield from M emissions and MetaStreet AI infrastructure lending pools. sUSDai is not a stablecoin but a free-floating share token that can be redeemed back for USDai.",Arbitrum: sUSDai token 0x0B2b2B2076d95dda7817e785989fE353fe955ef9; Arbitrum: Curve sUSDai/USDC pool 0xa7Cf5543A27BaDC3A74D51ea0A02E84799140E4E; Arbitrum: Fluid sUSDai/USDC pool 0x86f874212335af27c41cdb855c2255543d1499ce; Arbitrum: Uniswap v4 sUSDai/USDT0 pool (address to be added); Plasma: Fluid sUSDai/USDT0 pool (address to be added); Plasma: Balancer V3 reCLAMM sUSDai/USDT0 pool 0xB3Ca3ead1c59dEd552cD30a6992038284B418b65; Plasma: Balancer V3 sUSDai/WXPL pool 0x62544bA60A02D6Ab1dC97daf5098aC18d4fc31cF; Plasma: Fuseon sUSDai/WXPL pool 0x4D30D2903F6D1980F5903148478cf0D9597D6873,x,Pendle derivatives on sUSDai: PT-sUSDai-20NOV2025 token (Arbitrum:0x936F210d277bf489A3211CeF9Ab4bc47A7B69C96); Pendle sUSDai market 19 Nov 2025 (Arbitrum pool 0x43023675C804A759cBF900dA83dBcc97Ee2afbe7); Pendle sUSDai market 18 Feb 2026 (Arbitrum pool 0x2092fA5D02276b3136A50f3C2C3a6ed45413183E); Pendle LP sUSDai 18 Mar 2026 on Plasma (pool 0x0D7D9ABee602C7F0a242EA7E200e47c372aCBa84),Real RWA,Permissionless,susdai,,,https://x.com/USDai_Official,,
3560,x,TBT,TProtocol – TBT (Trustless Treasury Bill Token),https://tprotocol.io,ethereum,ethereum,ethereum:0x07ac55797D4F43f57cA92a49E65ca582cC287c27,"Stablecoins backed by RWAs;Tokenized Funds (T-Bills, Bonds, MMFs)",Yield-bearing RWA stablecoin,Asset,TProtocol,https://www.tprotocol.io,,✓,✓,x,x,✓,✓,x,"TBT is TProtocol’s permissionless rebasing T‑Bill token fully backed by Matrixdock’s STBT. Users can mint and redeem TBT with USDC at ~1:1 (fees apply), earning U.S. Treasury yield via rebasing, while the underlying STBT uses Chainlink Proof of Reserve and transparency mechanisms.",x,x,x,x,x,Programmable Finance,Permissionless,,,,https://x.com/TProtocol_,,
x,x,EURI,Eurite Euro Token,https://www.eurite.com/,ethereum,ethereum; bsc,ethereum:0x9d1A7A3191102e9F900Faa10540837ba84dCBAE7; bsc:0x9d1a7a3191102e9f900faa10540837ba84dcbae7,Fiat-Backed Stablecoins,EUR fiat stablecoin,Asset,Banking Circle S.A.,https://www.lei-lookup.com/record/213800W1NGBLERUS6M39/,Banking Circle S.A. – LEI 213800W1NGBLERUS6M39 (Luxembourg credit institution supervised by the CSSF),✓,✓,✓,✓,✓,✓,x,"EURI (Eurite) is a MiCA‑regulated euro e‑money token issued by Banking Circle S.A., backed 1:1 by euro cash reserves and fully redeemable at par. It is available as an ERC‑20 token on Ethereum and a BEP‑20 token on BNB Smart Chain and is listed on major venues.",x,x,x,x,x,Real RWA,Permissionless,eurite,,,https://x.com/Eurite_BC,,
x,✓,USDz,Anzen USDz,https://anzen.finance,base,ethereum; base; blast,ethereum:0xa469b7ee9ee773642b3e93e842e5d9b5baa10067; base:0x04d5ddf5f3a8939889f11e97f8c4bb48317f1938; blast:0x52056ed29fe015f4ba2e3b079d10c0b87f46e8c6,"Stablecoins backed by RWAs;Tokenized Funds (T-Bills, Bonds, MMFs)",Yield-bearing RWA stablecoin,Asset,Anzen Finance,https://docs.anzen.finance/,US Licensed (via Percent partnership),✓,Yes (monthly via Percent),✓,Yes (minting),✓,✓,x,"Backed by Mechanism Capital, Circle Ventures, Frax, Arca. Audited by Halborn, Peckshield, Zellic. LayerZero omnichain. USDz is Anzen’s RWA backed dollar token, collateralized by a portfolio of short duration private credit and similar income producing assets. Users can hold and trade USDz permissionlessly on Ethereum and Base, while institutional mints and redemptions are handled through a KYC gated primary market. Economic yield from the underlying credit portfolio is surfaced via the staked wrapper sUSDz, so USDz itself behaves as a fully backed base stablecoin that can plug into DeFi as collateral or liquidity.",x,x,x,x,sUSDz:ethereum:0x547213367cfB08ab418E7b54d7883b2C2AA27Fd7; sUSDz:arbitrum:0x1B2c29e3897b8F9170c98440A483e90e715C879d; sUSDz:base:0xe31eE12bDFDD0573D634124611e85338e2cBF0cF; sUSDz:blast:0x73d23F3778a90Be8846E172354A115543dF2a7E4; sUSDz:manta:0x8f08A3B5bCEADEF10C0B26c8BB720EBb8fA91758,Real RWA,Permissionless,anzen-usdz,,,https://x.com/anzenfinance,,
,,,,https://newrl.net/,aptos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mu Digital,https://mudigital.net/,monad,monad,monad:0xF3CDC00ccA19F336b1c1B4Bd684A949124a93Ea7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AZND,,,monad,monad,monad:0x4917a5ec9fCb5e10f47CBB197aBe6aB63be81fE8,,,,,,,,,,,,,,,,,,,loAZND:monad:0x9c82eB49B51F7Dc61e22Ff347931CA32aDc6cd90,,,mu-digital-aznd,,,,,
,,muBOND,,,monad,monad,monad:0x336D414754967C6682B5A665C7DAF6F1409E63e8,,,,,,,,,,,,,,,,,,,,,,mu-digital-mubond,,,,,
,,loAZND,,,monad,monad,monad:0x9c82eB49B51F7Dc61e22Ff347931CA32aDc6cd90,,,,,,,,,,,,,,,,,,,,,,mu-digital-locked-aznd,,,,,
,,AUSD,,,,bsc; monad; base; avax; ethereum; polygon; arbi,bsc:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a; monad:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a; base:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a; avax:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a; ethereum:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a; polygon:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a; arbi:0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BUIDL-I,BlackRock USD Institutional Digital Liquidity Fund - I Class,,ethereum,ethereum,ethereum:0x6a9DA2D710BB9B700acde7Cb81F10F1fF8C89041,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABTx,Abbott xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsHtf5RpxsQ7jeJ9ivNewouZKJHbPxhPoEy6yYvULr7; ethereum:0x89233399708c18ac6887f90a2b4cd8ba5fedd06e,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/abbott-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219518
,,ABBVx,AbbVie xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XswbinNKyPmzTa5CskMbCPvMW6G5CMnZXZEeQSSQoie; ethereum:0xfbf2398df672cee4afcc2a4a733222331c742a6a,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/abbvie-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219393
,,ACNx,Accenture xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs5UJzmCRQ8DWZjskExdSQDnbE6iLkRu2jjrRAB1JSU; ethereum:0x03183ce31b1656b72a55fa6056e287f50c35bbeb,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/accenture-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219617
,,GOOGLx,Alphabet xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsCPL9dNWBMvFtTmwcCA5v3xWPSMEBCszbQdiLLq6aN; ethereum:0xe92f673ca36c5e2efd2de7628f815f84807e803f,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/alphabet-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219237
,,AMZNx,Amazon xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs3eBt7uRfJX8QUs4suhyU8p2M6DoUDrJyWBa8LLZsg; ethereum:0x3557ba345b01efa20a1bddc61f573bfd87195081,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/amazon-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219211
,,AMBRx,Amber xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsaQTCgebC2KPbf27KUhdv5JFvHhQ4GDAPURwrEhAzb; ethereum:0x2f9a35ab5ddfbc49927bfdeab98a86c53dc6e763,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/amber-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219765
,,AAPLx,Apple xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsbEhLAtcf6HdfpFZ5xEMdqW8nfAvcsP5bdudRLJzJp; ethereum:0x9d275685dc284c8eb1c79f6aba7a63dc75ec890a,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/apple-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219187
,,APPx,AppLovin xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsPdAVBi8Zc1xvv53k4JcMrQaEDTgkGqKYeh7AYgPHV; ethereum:0x50a1291f69d9d3853def8209cfb1af0b46927be1,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/applovin-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219641
,,AZNx,AstraZeneca xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs3ZFkPYT2BN7qBMqf1j1bfTeTm1rFzEFSsQ1z3wAKU; ethereum:0x5d642505fe1a28897eb3baba665f454755d8daa2,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/astrazeneca-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219484
,,BACx,Bank of America xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XswsQk4duEQmCbGzfqUUWYmi7pV7xpJ9eEmLHXCaEQP; ethereum:0x314938c596f5ce31c3f75307d2979338c346d7f2,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/bank-of-america-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219500
,,BRK.Bx,Berkshire Hathaway xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs6B6zawENwAbWVi7w92rjazLuAr5Az59qgWKcNb45x; ethereum:0x12992613fdd35abe95dec5a4964331b1ee23b50d,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/berkshire-hathaway-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219260
,,AVGOx,Broadcom xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsgSaSvNSqLTtFuyWPBhK9196Xb9Bbdyjj4fH3cPJGo; ethereum:0x38bac69cbbd28156796e4163b2b6dcb81e336565,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/broadcom-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219245
,,CVXx,Chevron xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsNNMt7WTNA2sV3jrb1NNfNgapxRF5i4i6GcnTRRHts; ethereum:0xad5cdc3340904285b8159089974a99a1a09eb4c0,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/chevron-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219369
,,CRCLx,Circle xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsueG8BtpquVJX9LVLLEGuViXUungE6WmK5YZ3p3bd1; ethereum:0xfebded1b0986a8ee107f5ab1a1c5a813491deceb,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/circle-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219773
,,CSCOx,Cisco xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xsr3pdLQyXvDJBFgpR5nexCEZwXvigb8wbPYp4YoNFf; ethereum:0x053c784cd87b74f42e0c089f98643e79c1a3ff16,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/cisco-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219435
,,KOx,Coca-Cola xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsaBXg8dU5cPM6ehmVctMkVqoiRG2ZjMo1cyBJ3AykQ; ethereum:0xdcc1a2699441079da889b1f49e12b69cc791129b,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/coca-cola-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219419
,,COINx,Coinbase xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs7ZdzSHLU9ftNJsii5fCeJhoRWSC32SQGzGQtePxNu; ethereum:0x364f210f430ec2448fc68a49203040f6124096f0,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/coinbase-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219708
,,CMCSAx,Comcast xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:XsvKCaNsxg2GN8jjUmq71qukMJr7Q1c5R2Mk9P8kcS8; ethereum:0xbc7170a1280be28513b4e940c681537eb25e39f4,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/comcast-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219567
,,CRWDx,CrowdStrike xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs7xXqkcK7K8urEqGg52SECi79dRp2cEKKuYjUePYDw; ethereum:0x214151022c2a5e380ab80cdac31f23ae554a7345,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/crowdstrike-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219674
,,DHRx,Danaher xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xseo8tgCZfkHxWS9xbFYeKFyMSbWEvZGFV1Gh53GtCV; ethereum:0xdba228936f4079daf9aa906fd48a87f2300405f4,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/danaher-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1436219542
,,DFDVx,DFDV xStock,https://xstocks.fi/products,solana,solana; ethereum,solana:Xs2yquAgsHByNzx68WJC55WHjHBvG9JsMB7CWjTLyPy; ethereum:0x521860bb5df5468358875266b89bfe90d990c6e7,Tokenized Stocks & Equities,Single stock fully backed,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/products/dfdv-xstock,"Backed Assets (JE) Limited – Jersey company no. 152608, registered address First Floor, La Chasse Chambers, Ten La Chasse, St. Helier, Jersey JE2 4UE; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,,,,,,,,,,,,,,CH1173294393
